iter	MultiClass
0	1.106981946
1	0.9201372968
2	0.7802966409
3	0.6713355567
4	0.5833854795
5	0.5103999589
6	0.4489603933
7	0.3969185352
8	0.3525099422
9	0.314536764
10	0.2807939841
11	0.251746802
12	0.2258368693
13	0.2033062526
14	0.1833655602
15	0.1654909649
16	0.1498418754
17	0.1357115641
18	0.1232080946
19	0.111832345
20	0.1017531391
21	0.09276387877
22	0.08454975867
23	0.07735893706
24	0.0708095042
25	0.06480773224
26	0.05955743612
27	0.05473200277
28	0.05050398025
29	0.04654680623
30	0.0431740005
31	0.03994614572
32	0.03711104211
33	0.0344103152
34	0.03205972071
35	0.02992471257
36	0.02760028123
37	0.02571943629
38	0.02416202444
39	0.02267401326
40	0.0209718314
41	0.01939995253
42	0.01792086009
43	0.01676395798
44	0.01587431614
45	0.01497870441
46	0.01414069838
47	0.01319261641
48	0.01250895371
49	0.01193565635
50	0.01141523287
